lemma,n_instances,n_paragraphs,tfidf_rank,example_forms,example_para_ids,enrichment_score,in_current_seeds,keep
hidraulico,2,2,3337,ingeniero hidráulico; posibilidades hidráulicas,,1.753,False,
termal,2,2,3338,fuentes termales; Sociedad termal,,1.753,False,
prostitucion,2,2,5396,prostitución; prostitución oceánica,,1.753,False,
deformidad,2,2,2719,deformidad askhenazi; deformidades,,1.753,False,
mitologizacion,2,2,3844,mitologización,,1.753,False,
rememoracion,2,2,3330,visionaria rememoración; rememoración,,1.753,False,
animalidad,2,2,2397,animalidad,,1.753,False,
patetismo,2,2,2654,patetismo,,1.753,False,
intervencion,2,2,2792,intervención; intervención crítica,,1.753,False,
cenizar,2,2,2025,ceniza y polvo; ceniza,,1.753,False,
vivient,2,2,2415,Madre de los vivientes; vivientes,,1.753,False,
prodigio,2,2,1909,prodigio; prodigios,,1.753,False,
productivo,2,2,3276,trabajo productivo; aplicaciones productivas,,1.753,False,
despilfarro,2,2,4002,despilfarro,,1.753,False,
custodiar,2,2,2988,custodia,,1.753,False,
tinieblar,2,2,2715,tiniebla,,1.753,False,
tordo,2,2,2359,tordo,,1.753,False,
ramaje,2,2,2358,verde ramaje,,1.753,False,
rectitud,2,2,3751,rectitud de conducta; rectitud,,1.753,False,
virtuoso,2,2,3495,carácter virtuoso; país de los caballos virtuosos,,3.362,False,
aristocratico,2,2,3558,casamiento aristocrático; trabajos aristocráticos,,1.753,False,
casamiento,2,2,3289,casamiento aristocrático; casamientos de palabras,,1.753,False,
dandi,2,2,3933,dandies,,3.362,False,
heraldico,2,2,3646,heráldica,,1.753,False,
tesoro,2,2,2798,tesoros; tesoros de angustia hereditaria,,1.753,False,
desagrado,2,2,1971,desagrado,,1.753,False,
litigio,2,2,3455,litigio,,1.753,False,
inconcluso,2,2,1710,lo inconcluso,,1.753,False,
centaurea,2,2,3415,centaureas,,1.753,False,
senil,2,2,3255,pasión senil; pestilencia senil,,1.753,False,
coro,2,2,3705,coro; coro antiguo,,1.753,False,
salvar el,2,2,,salvarla; salvarse,,1.753,False,
llamado,2,2,2862,llamado,,1.753,False,
heroina,2,2,4323,heroína romántica; heroínas,,1.753,False,
otonal,3,2,2704,alma otoñal; otoñal; Alma otoñal,,1.753,False,
vespertino,2,2,3223,crepúsculo vespertino,,1.753,False,
travesia,2,2,3529,travesía nocturna; travesía,,1.753,False,
feudal,2,2,2929,catolicismo feudal; feudal,,1.753,False,
irar,2,2,2402,ira,,1.753,False,
escape,2,2,2684,escape,,1.753,False,
deduccion,2,2,2877,deducciones,,1.753,False,
desayuno,2,2,2300,té del desayuno; desayuno,,1.753,False,
trono,2,2,3175,tronos; cámaras del trono,,1.753,False,
jacinto,2,2,2110,jacinto; voz de jacinto,,1.753,False,
holocausto,2,2,2486,holocausto nazi; holocaustos,,1.753,False,
comedia,2,2,3438,avaro de comedia latina; comedia,,1.753,False,
casta,2,2,3260,casta Susana; casta religiosa,,1.753,False,
consigna,2,2,2607,consignas de lectura; consignas,,1.753,False,
complementario,2,2,4699,perspectivas complementarias; complementarios,,1.753,False,
expiacion,2,2,4110,expiación,,1.753,False,
mir el,2,2,,mirlo; mirlo cautivo,,1.753,False,
serpiente,2,2,2595,las serpientes; nido de serpientes,,1.753,False,
impermeable,2,2,3526,lonas impermeables; impermeable,,1.753,False,
pergamino,2,2,4504,pergamino,,1.753,False,
augurio,2,2,2856,augurios; augurio,,1.753,False,
intriga,2,2,4597,intrigas; locus de intriga,,1.753,False,
habilidad,2,2,3098,habilidad; habilidad para escribir,,1.753,False,
lentejuela,2,2,2861,lentejuelas; chaqueta con lentejuelas,,1.753,False,
vencedor,2,2,2874,vencedor; vencedores,,1.753,False,
veneno,2,2,2604,veneno,,1.753,False,
cretinismo,2,2,2410,cretinismo,,1.753,False,
mayo,2,2,2769,Leyes de Mayo,,1.753,False,
organizado,2,2,2756,antisemitismo políticamente organizado; homosexualidad organizada,,1.753,False,
entrana,2,2,3946,entrañas del ser humano; entrañas,,1.753,False,
rationalar,2,2,3095,animal rationale; lo rationale,,1.753,False,
salvajismo,2,2,4042,salvajismo,,1.753,False,
teologal,2,2,3101,virtudes teologales; misterio teologal,,1.753,False,
carton,2,2,2768,paneles de cartón; cartón piedra,,1.753,False,
hipotetico,2,2,3733,reactivo hipotético; saber hipotético,,1.753,False,
bailar,2,2,3326,bailar,,1.753,False,
perennidad,2,2,3055,perennidad del símbolo; perennidad,,3.362,False,
noviembre,2,2,3258,noviembre,,1.753,False,
cronista,2,2,3403,cronistas,,1.753,False,
antisemitico,2,2,3270,agitación antisemítica; discurso antisemítico,,1.753,False,
agitacion,2,2,2546,agitación antisemítica; agitación,,1.753,False,
disidente,2,2,3425,disidentes; persecución de los disidentes,,1.753,False,
resentimiento,2,2,2707,resentimiento; resentimientos hereditarios,,1.753,False,
agricultor,2,2,2936,agricultores judíos; agricultor,,1.753,False,
arresto,2,2,2653,arresto de Dreyfus; arresto,,1.753,False,
naturalista,2,2,3335,naturalistas; naturalista,,1.753,False,
protestante,2,2,3596,protestantes,,1.753,False,
amapola,2,2,4027,amapolas,,1.753,False,
obscuridad,2,2,2747,obscuridad,,1.753,False,
elocucion,2,2,2062,elocución,,3.362,False,
seno,2,2,2152,senos; seno,,1.753,False,
hez,2,2,2845,hez; heces,,1.753,False,
pasado,2,2,3985,residuos de impresiones pasadas; controversias pasadas,,1.753,False,
encina,2,2,2634,encinas,,1.753,False,
halitir,2,2,2635,hálito sagrado,,1.753,False,
despliegue,2,2,2251,despliegue,,1.753,False,
cualitativo,2,2,3758,medida cualitativa; singularidad cualitativa,,1.753,False,
vigente,2,2,3565,pensar vigente; totalidad de las leyes vigentes,,1.753,False,
arrebato,2,2,2880,arrebato,,1.753,False,
comicidad,2,2,3017,comicidad,,1.753,False,
identico,2,2,3197,lo no idéntico; lo idéntico,,1.753,False,
veneracion,2,2,2818,veneración,,1.753,False,
incumplido,2,2,2710,incumplido; promesa incumplida,,1.753,False,
caminante,2,2,2711,caminante,,1.753,False,
transitivo,2,2,2190,significación transitiva,,1.753,False,
foco,2,2,3210,foco de las observaciones; foco,,1.753,False,
palimpsesto,2,2,3605,palimpsesto plástico; palimpsesto,,3.362,False,
imprenta,2,2,3168,imprentas; pie de imprenta,,1.753,False,
circulante,2,2,3114,biblioteca circulante; valor circulante,,1.753,False,
guardian,2,2,3246,guardiana infiel; guardiana,,1.753,False,
caliz,2,2,2449,cáliz de duelo; cálices,,1.753,False,
estio,2,2,2521,estío; estíos,,1.753,False,
ferocidad,2,2,2186,pacífica ferocidad; ferocidad del animal,,1.753,False,
iluminar,2,2,3062,encendido iluminar; iluminar,,1.753,False,
animado,2,2,2346,lo animado; animado azul,,1.753,False,
hermandad,2,2,2761,hermandad,,1.753,False,
procedencia,2,2,3788,procedencia esencial; mito de procedencia,,3.362,False,
polivalente,3,2,3418,pensamiento polivalente; decir polivalente; lenguaje esencialmente polivalente,,1.753,False,
irregular,2,2,3584,secuencias irregulares; órdenes irregulares,,1.753,False,
collage,2,2,4085,collage,,1.753,False,
provisional,2,2,3379,saber provisional; carácter provisional,,1.753,False,
poli,2,2,3745,polis,,1.753,False,
metonimico,2,2,3405,vértigo metonímico; estilo metonímico,,1.753,False,
erudito,2,2,2811,saber erudito,,3.362,False,
ensayistico,2,2,3978,tradición ensayística; tradición ensayística argentina,,3.362,False,
morir,2,2,2915,morir; ganas de morir,,3.362,False,
conjetural,2,2,3537,objetos conjeturales; ensayo conjetural,,4.971,False,
fundador,2,2,3186,textos fundadores; Gemelos fundadores,,1.753,False,
precedente,2,2,2823,precedente legal; precedentes agravios,,1.753,False,
mendicidad,2,2,2831,mendicidad,,1.753,False,
manera,2,2,3020,maneras de ser; maneras,,1.753,False,
limpiezar,2,2,3358,limpieza,,1.753,False,
legado,2,2,2897,legado,,1.753,False,
fortaleza,2,2,2177,fortaleza,,1.753,False,
sagrada,2,2,2752,sagrada; sagrada harina,,1.753,False,
primaveral,2,2,4019,tempestad primaveral; aguas primaverales,,1.753,False,
zorzal,2,2,4431,zorzal,,1.753,False,
espacialidad,2,2,2899,espacialidad,,1.753,False,
cosmos,2,2,4192,cosmos; ciudad cosmos,,4.971,False,
avatar,2,2,2743,avatar,,1.753,False,
tortugar,2,2,2947,tortuga,,1.753,False,
reaccionario,2,2,3359,fuerzas reaccionarias; reaccionario,,1.753,False,
neoplatonismo,2,2,3478,neoplatonismo,,1.753,False,
impresor,2,2,2868,impresores,,1.753,False,
olvidar,2,2,2518,olvidar; negarse a olvidar,,1.753,False,
bastardia,2,2,3965,bastardía,,1.753,False,
cientificista,2,2,3778,relativismo cientificista; objetivismo cientificista,,1.753,False,
valorativo,2,2,4135,neutralidad valorativa,,1.753,False,
destape,2,2,3708,destape,,1.753,False,
ciclo,2,2,3517,ciclo de la frase; ciclo histórico medieval shakesperiano,,1.753,False,
audicion,2,2,2596,audición neutra; audición,,1.753,False,
imprecision,2,2,2767,imprecisión negligente; imprecisión,,1.753,False,
chancro,2,2,3521,chancro,,1.753,False,
coqueteer,2,2,1522,coquetería,,1.753,False,
detenido,2,2,3685,tiempo detenido; poetas detenidos,,1.753,False,
mayestatico,2,2,2860,plural mayestático,,1.753,False,
club,2,2,2910,club de remo; clubes,,1.753,False,
dotar,2,2,3741,dote,,1.753,False,
escasez,2,2,3018,escasez,,1.753,False,
hija,2,2,1737,hija,,1.753,False,
ambicion,2,2,3525,ambición,,1.753,False,
vertiginoso,2,2,3013,ascenso vertiginoso; velocidad vertiginosa,,1.753,False,
devoracion,2,2,2766,devoración,,3.362,False,
bandera,2,2,2976,bandera roja; bandera,,1.753,False,
retencion,2,2,4349,retenciones; retención,,1.753,False,
anacronico,2,2,2914,anacrónico; anacrónicas,,1.753,False,
extravernacular,2,2,3353,paso extravernacular; extravernacular,,1.753,False,
campanada,2,2,4366,campanadas,,1.753,False,
sencillez,2,2,2974,sencillez; sencillez de la exposición,,1.753,False,
suspendido,2,2,2879,espuma suspendida; flecha suspendida,,1.753,False,
connotacion,2,2,3312,connotación; connotaciones sexuales,,1.753,False,
dogmatismo,2,2,4677,dogmatismo,,3.362,False,
eufemismo,2,2,3568,eufemismo,,1.753,False,
fraterno,2,2,3494,ternura fraterna; encuentro fraterno,,1.753,False,
sonador,2,2,3274,soñador; dulce soñador,,1.753,False,
desmoronamiento,2,2,2954,desmoronamiento; desmoronamientos,,3.362,False,
anulacion,2,2,3348,anulación del tiempo; anulación del yo,,3.362,False,
anillo,2,2,3932,anillo de oro,,1.753,False,
evocacion,2,2,3377,poder de evocación; evocaciones,,1.753,False,
caballidad,2,2,3459,caballidad,,1.753,False,
performativo,2,2,3491,performativos; performativo,,1.753,False,
pronombre,3,2,2702,pronombre explícito; pronombre implícito; pronombre personal,,1.753,False,
abrigo,2,2,3440,abrigo; abrigo de pieles,,1.753,False,
bota,2,2,3586,botas de cuero; botas,,1.753,False,
laboratorio,2,2,3283,laboratorio de sedas; laboratorio de tropos,,1.753,False,
maquinario,2,2,1625,maquinaria,,1.753,False,
dureza,2,2,3327,dureza de la frase; dureza de corazón,,1.753,False,
incompetencia,2,2,2671,incompetencia,,1.753,False,
bombardeo,2,2,4957,bombardeo de imágenes tiempo; bombardeos,,3.362,False,
suma,2,2,2987,sumas y cortes; juego de las sumas,,1.753,False,
azucar,2,2,3341,azúcar; terrón de azúcar,,1.753,False,
granja,2,2,3132,granja,,1.753,False,
jugador,2,2,3272,jugador; jugadora,,1.753,False,
valentir,2,2,2740,valentía,,1.753,False,
vitalidad,2,2,2953,vitalidad,,1.753,False,
aceptacion,2,2,3081,aceptación de la vida; aceptación,,1.753,False,
ama,2,2,2670,ama de llaves,,1.753,False,
criada,2,2,3742,criada; criadas,,1.753,False,
porcelan,2,2,2386,porcelana,,1.753,False,
musculo,2,2,2603,músculo; músculos,,1.753,False,
esqueleto,2,2,3321,esqueleto intelectual; esqueleto,,1.753,False,
molde,2,2,3107,molde,,3.362,False,
barones,2,2,2736,baronesa Sandorff; baronesa,,1.753,False,
escorpion,2,2,2586,escorpión,,1.753,False,
probeta,2,2,3779,probeta,,1.753,False,
tubo,2,2,3607,tubos de cristal; tubo de ensayo,,1.753,False,
ponchera,2,2,3295,ponchera,,1.753,False,
falsificacion,2,2,2981,falsificaciones; falsificación fotográfica,,1.753,False,
giro,2,2,3033,giro; giros sintácticos,,1.753,False,
iniciativa,2,2,2127,iniciativa; iniciativa del moribundo,,1.753,False,
paralisis,2,2,2875,parálisis idiomática; parálisis,,1.753,False,
antifaz,2,2,2871,antifaz,,1.753,False,
anticuario,2,2,4181,anticuario,,1.753,False,
carbonilla,2,2,4224,carbonilla; carbonillas suntuosas,,1.753,False,
robot,2,2,3302,robot; robots,,1.753,False,
cubierto,2,2,3723,cubiertos,,1.753,False,
cortejo,2,2,2843,cortejo fúnebre; cortejos,,1.753,False,
producto,2,2,3735,explotación de un producto; producto material,,1.753,False,
turco,2,2,3205,turcos; turco,,1.753,False,
sadowa,2,2,3148,Sadowa,,1.753,False,
residuo,2,2,3830,residuo ontológico; residuos de impresiones pasadas,,3.362,False,
cicatriz,2,2,3954,cicatrices,,3.362,False,
cemento,2,2,3573,estructura de cemento armado; piso de cemento,,3.362,False,
pestana,2,2,2510,pestañas,,1.753,False,
vigilante,2,2,2472,vigilantes,,1.753,False,
adaptacion,2,2,3450,adaptación,,1.753,False,
regresion,2,2,3582,regresión,,1.753,False,
insuficiencia,2,2,3878,insuficiencia; insuficiencia cultural,,1.753,False,
consagrado,2,2,3068,maestros consagrados; escritor consagrado,,1.753,False,
formalismo,2,2,3322,formalismo,,1.753,False,
sabana,2,2,3422,sábanas,,1.753,False,
madurez,2,2,3539,madurez,,1.753,False,
circu el,2,2,,círculos,,1.753,False,
transatlantico,2,2,3703,transatlántico; negocio de buques transatlánticos,,1.753,False,
ganso,2,2,2293,gansos; vida de los gansos,,1.753,False,
simbolismos,2,2,5722,simbolismos,,4.971,False,
interpenetracion,2,2,4102,interpenetración,,3.362,False,
introspeccion,2,2,3439,introspección,,3.362,False,
angustiado,2,2,4822,angustiado; presencia angustiada,,3.362,False,
ingenuo,2,2,4736,ingenuo; voz ingenua,,3.362,False,
crecimiento,2,2,2685,crecimiento,,1.753,False,
calor,2,2,3789,calor; calor tórrido,,1.753,False,
pulmon,2,2,3191,pulmones; carencia de pulmones,,1.753,False,
maduracion,2,2,2650,Memorias del período de la maduración; maduración métrica,,1.753,False,
maduro,2,2,2819,formas maduras de la cultura; higo maduro,,1.753,False,
anarquir,2,2,3426,anarquía,,1.753,False,
inmaduro,2,2,3522,mitos inmaduros; realidad inmadura,,1.753,False,
mutuo,2,2,3999,mutua inmadurización; mutua corrosión,,1.753,False,
narratividad,2,2,4340,narratividad,,1.753,False,
suspicacio,2,2,3222,suspicacia,,1.753,False,
reaccion,2,2,3346,reacciones; reacción del Estado,,1.753,False,
exageracion,2,2,3625,exageración superlativa; exageración,,1.753,False,
germen,2,2,3941,artista creador en germen; gérmenes,,3.362,False,
farol,2,2,3538,faroles,,1.753,False,
tranvia,2,2,2824,tranvía; tranvías,,1.753,False,
favor,2,2,2758,favores; favor,,1.753,False,
preterito,2,2,3701,instante pretérito; mundo pretérito,,1.753,False,
busto,2,2,2722,busto literario; busto,,3.362,False,
heterodoxio,2,2,3541,heterodoxia,,1.753,False,
mural,2,2,3917,ciudad de murales; propaganda mural,,1.753,False,
tormenta,2,2,3462,tormentas; tormenta,,1.753,False,
zumbido,2,2,2437,zumbido del viento; zumbido,,1.753,False,
ahogo,2,2,2991,ahogo; movimiento de ahogo,,1.753,False,
bar,2,2,2744,baba; bares,,1.753,False,
contraposicion,2,2,3815,contraposición irónica; contraposiciones,,4.971,False,
moralismo,2,2,4170,moralismo profesional; moralismo,,3.362,False,
seguro,2,2,3451,experto en seguros; conocimiento seguro,,3.362,False,
cansancio,2,2,3918,suicidio por cansancio; cansancio,,3.362,False,
sepulcral,2,2,3278,silencio sepulcral; bloque sepulcral,,1.753,False,
torso,2,2,3087,torso,,1.753,False,
grasa,2,2,3847,grasa; grasas,,1.753,False,
bruma,2,2,4163,brumas; bruma,,1.753,False,
almanaque,2,2,3039,almanaque,,1.753,False,
embalsamada,2,2,3514,embalsamadas; vírgenes embalsamadas,,1.753,False,
brazo,2,2,3050,brazos,,1.753,False,
cuello,2,2,3071,cuello,,1.753,False,
hombro,2,2,3152,hombros; leer por encima del hombro,,1.753,False,
orbita,2,2,3083,órbita,,1.753,False,
llama,2,2,2900,llamas,,1.753,False,
consagracion,2,2,2781,consagración de santos; aparato de consagración,,3.362,False,
unificado,2,2,4399,yo unificado; campo unificado de la literatura,,1.753,False,
observador,2,2,3726,observador externo; observador omnisciente,,3.362,False,
sucesivo,2,2,3424,montaje de planos sucesivos; sentido sucesivo,,1.753,False,
toponir,2,2,3084,topónimos,,1.753,False,
anglosajon,2,2,3443,poesía anglosajona; crítica anglosajona,,3.362,False,
homerica,2,2,1768,versiones homéricas,,1.753,False,
aro,2,2,4139,aro collar; aros de humo,,1.753,False,
transpiracion,2,2,4063,transpiración,,1.753,False,
jamon,2,2,4130,jamón; jamón de los pobres,,1.753,False,
homerico,2,2,3512,paralelismo homérico,,4.971,False,
vigencia,2,2,3254,vigencia; entrada en vigencia,,3.362,False,
relator,2,2,4021,relator,,1.753,False,
album,2,2,3006,álbum,,1.753,False,
cumpleanos,2,2,2748,cumpleaños,,1.753,False,
parental,2,2,2688,responsabilidad parental; siesta parental,,1.753,False,
conservacion,2,2,3015,conservación; conservación de las libertades,,1.753,False,
brujeer,2,2,3973,brujería,,1.753,False,
peninsular,2,2,3307,lector peninsular; península,,1.753,False,
marinero,2,2,3585,marineros; marinero conscripto,,1.753,False,
regionalismos,2,2,2896,regionalismos,,1.753,False,
errata,2,2,2544,errata,,1.753,False,
universalizacion,2,2,2922,universalización,,1.753,False,
alejamiento,2,2,2714,alejamiento,,1.753,False,
convergencia,2,2,4437,motivos de convergencias y divergencias; convergencias,,1.753,False,
narrado,2,2,4354,acontecimientos narrados; lo narrado,,1.753,False,
innominado,2,2,4040,lo innominado,,1.753,False,
homogeneidad,2,2,4447,homogeneidad de creencias; homogeneidad,,1.753,False,
concatenacion,2,2,4501,concatenación causal; concatenación lógica,,3.362,False,
raciocinio,2,2,3347,raciocinio,,1.753,False,
expectativa,2,2,3967,expectativas; expectativa,,1.753,False,
ducha,2,2,3859,ducha; cuartos de duchas,,1.753,False,
pelota,2,2,3366,pelota,,1.753,False,
indigenar,2,2,3063,espacio indígena; indígena,,1.753,False,
caballeria,2,2,4142,novela de caballerías; arte de caballería,,1.753,False,
indigen,2,2,4207,lengua indígena,,1.753,False,
yuxtaposicion,2,2,3665,yuxtaposición; yuxtaposición de recuerdos,,1.753,False,
afectividad,2,2,3813,afectividad,,1.753,False,
per el,2,2,,perla; dientes de perla,,1.753,False,
collar,2,2,3886,aro collar; collares,,1.753,False,
bailarin,2,2,3157,bailarín,,1.753,False,
jinete,2,2,3644,jinete,,1.753,False,
extraliterario,2,2,3567,serie extraliteraria; extraliterario,,1.753,False,
cabalista,2,2,3089,cabalista,,1.753,False,
film,2,2,2982,film negro; films,,1.753,False,
apocrifo,2,2,3106,apócrifo consuetudinario; estética del apócrifo,,1.753,False,
reticencia,2,2,3133,reticencias; reticencia,,1.753,False,
narrar,2,2,4116,arte de narrar; deseo de hablar y narrar,,1.753,False,
regulacion,2,2,3786,regulaciones de los hechos humanos y divinos; regulación legal,,1.753,False,
